name,category,date,value
"Agra, India",India,1575-01-01,200
"Agra, India",India,1576-01-01,212
"Agra, India",India,1577-01-01,224
"Agra, India",India,1578-01-01,236
"Agra, India",India,1579-01-01,248
"Agra, India",India,1580-01-01,260
"Agra, India",India,1581-01-01,272
"Agra, India",India,1582-01-01,284
"Agra, India",India,1583-01-01,296
"Agra, India",India,1584-01-01,308
"Agra, India",India,1585-01-01,320
"Agra, India",India,1586-01-01,332
"Agra, India",India,1587-01-01,344
"Agra, India",India,1588-01-01,356
"Agra, India",India,1589-01-01,368
"Agra, India",India,1590-01-01,380
"Agra, India",India,1591-01-01,392
"Agra, India",India,1592-01-01,404
"Agra, India",India,1593-01-01,416
"Agra, India",India,1594-01-01,428
"Agra, India",India,1595-01-01,440
"Agra, India",India,1596-01-01,452
"Agra, India",India,1597-01-01,464
"Agra, India",India,1598-01-01,476
"Agra, India",India,1599-01-01,488
"Agra, India",India,1600-01-01,500
"Agra, India",India,1601-01-01,500
"Agra, India",India,1602-01-01,500
"Agra, India",India,1603-01-01,500
"Agra, India",India,1604-01-01,500
"Agra, India",India,1605-01-01,500
"Agra, India",India,1606-01-01,500
"Agra, India",India,1607-01-01,500
"Agra, India",India,1608-01-01,500
"Agra, India",India,1609-01-01,500
"Agra, India",India,1610-01-01,500
"Agra, India",India,1611-01-01,496.428571428571
"Agra, India",India,1612-01-01,492.857142857143
"Agra, India",India,1613-01-01,489.285714285714
"Agra, India",India,1614-01-01,485.714285714286
"Agra, India",India,1615-01-01,482.142857142857
"Agra, India",India,1616-01-01,478.571428571429
"Agra, India",India,1617-01-01,475
"Agra, India",India,1618-01-01,471.428571428571
"Agra, India",India,1619-01-01,467.857142857143
"Agra, India",India,1620-01-01,464.285714285714
"Agra, India",India,1621-01-01,460.714285714286
"Agra, India",India,1622-01-01,457.142857142857
"Agra, India",India,1623-01-01,453.571428571429
"Agra, India",India,1624-01-01,450
"Agra, India",India,1625-01-01,446.428571428571
"Agra, India",India,1626-01-01,442.857142857143
"Agra, India",India,1627-01-01,439.285714285714
"Agra, India",India,1628-01-01,435.714285714286
"Agra, India",India,1629-01-01,432.142857142857
"Agra, India",India,1630-01-01,428.571428571429
"Agra, India",India,1631-01-01,425
"Agra, India",India,1632-01-01,421.428571428571
"Agra, India",India,1633-01-01,417.857142857143
"Agra, India",India,1634-01-01,414.285714285714
"Agra, India",India,1635-01-01,410.714285714286
"Agra, India",India,1636-01-01,407.142857142857
"Agra, India",India,1637-01-01,403.571428571429
"Agra, India",India,1638-01-01,400
"Agra, India",India,1639-01-01,376.666666666667
"Agra, India",India,1640-01-01,353.333333333333
"Agra, India",India,1641-01-01,330
"Agra, India",India,1642-01-01,306.666666666667
"Agra, India",India,1643-01-01,283.333333333333
"Ahmedabad, India",India,1573-01-01,163
"Ahmedabad, India",India,1574-01-01,164
"Ahmedabad, India",India,1579-01-01,171.666666666667
"Ahmedabad, India",India,1580-01-01,173.333333333333
"Ahmedabad, India",India,1581-01-01,175
"Ahmedabad, India",India,1582-01-01,176.666666666667
"Ahmedabad, India",India,1583-01-01,178.333333333333
"Ahmedabad, India",India,1584-01-01,180
"Ahmedabad, India",India,1585-01-01,180
"Ahmedabad, India",India,1586-01-01,180
"Ahmedabad, India",India,1587-01-01,180
"Ahmedabad, India",India,1588-01-01,180
"Ahmedabad, India",India,1589-01-01,180
"Ahmedabad, India",India,1590-01-01,180
"Ahmedabad, India",India,1591-01-01,180
"Ahmedabad, India",India,1592-01-01,180
"Ahmedabad, India",India,1593-01-01,180
"Ahmedabad, India",India,1594-01-01,180
"Ahmedabad, India",India,1595-01-01,180
"Ahmedabad, India",India,1596-01-01,180
"Ahmedabad, India",India,1597-01-01,182.5
"Ahmedabad, India",India,1598-01-01,185
"Ahmedabad, India",India,1599-01-01,187.5
"Ahmedabad, India",India,1600-01-01,190
"Ahmedabad, India",India,1601-01-01,192
"Ahmedabad, India",India,1602-01-01,194
"Ahmedabad, India",India,1603-01-01,196
"Ahmedabad, India",India,1604-01-01,198
"Ahmedabad, India",India,1605-01-01,200
"Ahmedabad, India",India,1606-01-01,202
"Ahmedabad, India",India,1607-01-01,204
"Ahmedabad, India",India,1608-01-01,206
"Ahmedabad, India",India,1609-01-01,208
"Ahmedabad, India",India,1610-01-01,210
"Ahmedabad, India",India,1611-01-01,212
"Ahmedabad, India",India,1612-01-01,214
"Ahmedabad, India",India,1613-01-01,216
"Ahmedabad, India",India,1614-01-01,218
"Ahmedabad, India",India,1615-01-01,220
"Ahmedabad, India",India,1616-01-01,222
"Ahmedabad, India",India,1617-01-01,224
"Ahmedabad, India",India,1629-01-01,248
"Ahmedabad, India",India,1630-01-01,250
"Ahmedabad, India",India,1631-01-01,252
"Ahmedabad, India",India,1632-01-01,254
"Ahmedabad, India",India,1633-01-01,256
"Ahmedabad, India",India,1634-01-01,258
"Ahmedabad, India",India,1635-01-01,260
"Ahmedabad, India",India,1636-01-01,262
"Ahmedabad, India",India,1637-01-01,264
"Ahmedabad, India",India,1638-01-01,266
"Ahmedabad, India",India,1639-01-01,266.75
"Ahmedabad, India",India,1640-01-01,267.5
"Ahmedabad, India",India,1641-01-01,268.25
"Ahmedabad, India",India,1642-01-01,269
"Ahmedabad, India",India,1643-01-01,269.75
"Ahmedabad, India",India,1644-01-01,270.5
"Ahmedabad, India",India,1645-01-01,271.25
"Ahmedabad, India",India,1646-01-01,272
"Ahmedabad, India",India,1647-01-01,272.75
"Ahmedabad, India",India,1648-01-01,273.5
"Ahmedabad, India",India,1649-01-01,274.25
"Ahmedabad, India",India,1650-01-01,275
"Ahmedabad, India",India,1651-01-01,277.2
"Ahmedabad, India",India,1652-01-01,279.4
"Ahmedabad, India",India,1653-01-01,281.6
"Ahmedabad, India",India,1654-01-01,283.8
"Ahmedabad, India",India,1655-01-01,286
"Ahmedabad, India",India,1656-01-01,288.2
"Ahmedabad, India",India,1657-01-01,290.4
"Ahmedabad, India",India,1658-01-01,292.6
"Ahmedabad, India",India,1659-01-01,294.8
"Ahmedabad, India",India,1660-01-01,297
"Ahmedabad, India",India,1661-01-01,299.2
"Ahmedabad, India",India,1662-01-01,301.4
"Ahmedabad, India",India,1663-01-01,303.6
"Ahmedabad, India",India,1664-01-01,305.8
"Ahmedabad, India",India,1665-01-01,308
"Ahmedabad, India",India,1666-01-01,310.2
"Ahmedabad, India",India,1667-01-01,312.4
"Ahmedabad, India",India,1668-01-01,314.6
"Ahmedabad, India",India,1669-01-01,316.8
"Ahmedabad, India",India,1670-01-01,319
"Ahmedabad, India",India,1671-01-01,321.2
"Ahmedabad, India",India,1672-01-01,323.4
"Ahmedabad, India",India,1673-01-01,325.6
"Ahmedabad, India",India,1674-01-01,327.8
"Ahmedabad, India",India,1675-01-01,330
"Ahmedabad, India",India,1676-01-01,332.2
"Ahmedabad, India",India,1677-01-01,334.4
"Ahmedabad, India",India,1678-01-01,336.6
"Ahmedabad, India",India,1679-01-01,338.8
"Ahmedabad, India",India,1680-01-01,341
"Ahmedabad, India",India,1681-01-01,343.2
"Ahmedabad, India",India,1682-01-01,345.4
"Ahmedabad, India",India,1683-01-01,347.6
"Ahmedabad, India",India,1684-01-01,349.8
"Ahmedabad, India",India,1685-01-01,352
"Ahmedabad, India",India,1686-01-01,354.2
"Ahmedabad, India",India,1687-01-01,356.4
"Ahmedabad, India",India,1688-01-01,358.6
"Ahmedabad, India",India,1689-01-01,360.8
"Ahmedabad, India",India,1690-01-01,363
"Ahmedabad, India",India,1691-01-01,365.2
"Ahmedabad, India",India,1692-01-01,367.4
"Ahmedabad, India",India,1693-01-01,369.6
"Ahmedabad, India",India,1694-01-01,371.8
"Ahmedabad, India",India,1695-01-01,374
"Ahmedabad, India",India,1696-01-01,376.2
"Ahmedabad, India",India,1697-01-01,378.4
"Ahmedabad, India",India,1698-01-01,380.6
"Ahmedabad, India",India,1699-01-01,382.8
"Ahmedabad, India",India,1700-01-01,385
"Ahmedabad, India",India,1701-01-01,379.32
"Ahmedabad, India",India,1702-01-01,373.64
"Ahmedabad, India",India,1703-01-01,367.96
"Ahmedabad, India",India,1704-01-01,362.28
"Ahmedabad, India",India,1705-01-01,356.6
"Ahmedabad, India",India,1706-01-01,350.92
"Ahmedabad, India",India,1707-01-01,345.24
"Ahmedabad, India",India,1708-01-01,339.56
"Ahmedabad, India",India,1709-01-01,333.88
"Ahmedabad, India",India,1710-01-01,328.2
"Ahmedabad, India",India,1711-01-01,322.52
"Ahmedabad, India",India,1712-01-01,316.84
"Ahmedabad, India",India,1713-01-01,311.16
"Ahmedabad, India",India,1714-01-01,305.48
"Ahmedabad, India",India,1715-01-01,299.8
"Ahmedabad, India",India,1716-01-01,294.12
"Ahmedabad, India",India,1717-01-01,288.44
"Ahmedabad, India",India,1718-01-01,282.76
"Ahmedabad, India",India,1719-01-01,277.08
"Ahmedabad, India",India,1720-01-01,271.4
"Ahmedabad, India",India,1721-01-01,265.72
"Ahmedabad, India",India,1722-01-01,260.04
"Ahmedabad, India",India,1723-01-01,254.36
"Ahmedabad, India",India,1724-01-01,248.68
"Ahmedabad, India",India,1725-01-01,243
"Ahmedabad, India",India,1726-01-01,237.32
"Ahmedabad, India",India,1727-01-01,231.64
"Ahmedabad, India",India,1728-01-01,225.96
"Ahmedabad, India",India,1729-01-01,220.28
"Amsterdam, Europe",Europe,1684-01-01,203.666666666667
"Amsterdam, Europe",Europe,1685-01-01,212
"Amsterdam, Europe",Europe,1686-01-01,211.866666666667
"Amsterdam, Europe",Europe,1687-01-01,211.733333333333
"Amsterdam, Europe",Europe,1688-01-01,211.6
"Amsterdam, Europe",Europe,1689-01-01,211.466666666667
"Amsterdam, Europe",Europe,1690-01-01,211.333333333333
"Amsterdam, Europe",Europe,1691-01-01,211.2
"Amsterdam, Europe",Europe,1692-01-01,211.066666666667
"Amsterdam, Europe",Europe,1693-01-01,210.933333333333
"Amsterdam, Europe",Europe,1694-01-01,210.8
"Amsterdam, Europe",Europe,1695-01-01,210.666666666667
"Amsterdam, Europe",Europe,1730-01-01,215.4
"Amsterdam, Europe",Europe,1731-01-01,215.58
"Amsterdam, Europe",Europe,1732-01-01,215.76
"Amsterdam, Europe",Europe,1733-01-01,215.94
"Amsterdam, Europe",Europe,1734-01-01,216.12
"Amsterdam, Europe",Europe,1735-01-01,216.3
"Amsterdam, Europe",Europe,1736-01-01,216.48
"Amsterdam, Europe",Europe,1737-01-01,216.66
"Amsterdam, Europe",Europe,1738-01-01,216.84
"Amsterdam, Europe",Europe,1739-01-01,217.02
"Amsterdam, Europe",Europe,1740-01-01,217.2
"Amsterdam, Europe",Europe,1741-01-01,217.38
"Amsterdam, Europe",Europe,1742-01-01,217.56
"Amsterdam, Europe",Europe,1743-01-01,217.74
"Amsterdam, Europe",Europe,1744-01-01,217.92
"Amsterdam, Europe",Europe,1745-01-01,218.1
"Amsterdam, Europe",Europe,1746-01-01,218.28
"Amsterdam, Europe",Europe,1747-01-01,218.46
"Amsterdam, Europe",Europe,1748-01-01,218.64
"Amsterdam, Europe",Europe,1749-01-01,218.82
"Amsterdam, Europe",Europe,1750-01-01,219
"Amsterdam, Europe",Europe,1751-01-01,218.956088888889
"Amsterdam, Europe",Europe,1752-01-01,218.912177777778
"Amsterdam, Europe",Europe,1753-01-01,218.868266666667
"Amsterdam, Europe",Europe,1754-01-01,218.824355555556
"Amsterdam, Europe",Europe,1755-01-01,218.780444444444
"Amsterdam, Europe",Europe,1756-01-01,218.736533333333
"Amsterdam, Europe",Europe,1757-01-01,218.692622222222
"Amsterdam, Europe",Europe,1758-01-01,218.648711111111
"Amsterdam, Europe",Europe,1759-01-01,218.6048
"Amsterdam, Europe",Europe,1760-01-01,218.560888888889
"Amsterdam, Europe",Europe,1761-01-01,218.516977777778
"Amsterdam, Europe",Europe,1762-01-01,218.473066666667
"Amsterdam, Europe",Europe,1763-01-01,218.429155555556
"Amsterdam, Europe",Europe,1764-01-01,218.385244444444
"Amsterdam, Europe",Europe,1765-01-01,218.341333333333
"Amsterdam, Europe",Europe,1766-01-01,218.297422222222
"Amsterdam, Europe",Europe,1767-01-01,218.253511111111
"Amsterdam, Europe",Europe,1768-01-01,218.2096
"Amsterdam, Europe",Europe,1769-01-01,218.165688888889
"Amsterdam, Europe",Europe,1770-01-01,218.121777777778
"Amsterdam, Europe",Europe,1771-01-01,218.077866666667
"Amsterdam, Europe",Europe,1772-01-01,218.033955555556
"Amsterdam, Europe",Europe,1773-01-01,217.990044444444
"Amsterdam, Europe",Europe,1774-01-01,217.946133333333
"Amsterdam, Europe",Europe,1775-01-01,217.902222222222
"Amsterdam, Europe",Europe,1776-01-01,217.858311111111
"Amsterdam, Europe",Europe,1777-01-01,217.8144
"Amsterdam, Europe",Europe,1778-01-01,217.770488888889
"Amsterdam, Europe",Europe,1779-01-01,217.726577777778
"Amsterdam, Europe",Europe,1780-01-01,217.682666666667
"Amsterdam, Europe",Europe,1781-01-01,217.638755555556
"Ayutthaya, Asia",Asia,1550-01-01,150
"Beijing, Asia",Asia,1500-01-01,672
"Beijing, Asia",Asia,1501-01-01,672.36
"Beijing, Asia",Asia,1502-01-01,672.72
"Beijing, Asia",Asia,1503-01-01,673.08
"Beijing, Asia",Asia,1504-01-01,673.44
"Beijing, Asia",Asia,1505-01-01,673.8
"Beijing, Asia",Asia,1506-01-01,674.16
"Beijing, Asia",Asia,1507-01-01,674.52
"Beijing, Asia",Asia,1508-01-01,674.88
"Beijing, Asia",Asia,1509-01-01,675.24
"Beijing, Asia",Asia,1510-01-01,675.6
"Beijing, Asia",Asia,1511-01-01,675.96
"Beijing, Asia",Asia,1512-01-01,676.32
"Beijing, Asia",Asia,1513-01-01,676.68
"Beijing, Asia",Asia,1514-01-01,677.04
"Beijing, Asia",Asia,1515-01-01,677.4
"Beijing, Asia",Asia,1516-01-01,677.76
"Beijing, Asia",Asia,1517-01-01,678.12
"Beijing, Asia",Asia,1518-01-01,678.48
"Beijing, Asia",Asia,1519-01-01,678.84
"Beijing, Asia",Asia,1520-01-01,679.2
"Beijing, Asia",Asia,1521-01-01,679.56
"Beijing, Asia",Asia,1522-01-01,679.92
"Beijing, Asia",Asia,1523-01-01,680.28
"Beijing, Asia",Asia,1524-01-01,680.64
"Beijing, Asia",Asia,1525-01-01,681
"Beijing, Asia",Asia,1526-01-01,681.36
"Beijing, Asia",Asia,1527-01-01,681.72
"Beijing, Asia",Asia,1528-01-01,682.08
"Beijing, Asia",Asia,1529-01-01,682.44
"Beijing, Asia",Asia,1530-01-01,682.8
"Beijing, Asia",Asia,1531-01-01,683.16
"Beijing, Asia",Asia,1532-01-01,683.52
"Beijing, Asia",Asia,1533-01-01,683.88
"Beijing, Asia",Asia,1534-01-01,684.24
"Beijing, Asia",Asia,1535-01-01,684.6
"Beijing, Asia",Asia,1536-01-01,684.96
"Beijing, Asia",Asia,1537-01-01,685.32
"Beijing, Asia",Asia,1538-01-01,685.68
"Beijing, Asia",Asia,1539-01-01,686.04
"Beijing, Asia",Asia,1540-01-01,686.4
"Beijing, Asia",Asia,1541-01-01,686.76
"Beijing, Asia",Asia,1542-01-01,687.12
"Beijing, Asia",Asia,1543-01-01,687.48
"Beijing, Asia",Asia,1544-01-01,687.84
"Beijing, Asia",Asia,1545-01-01,688.2
"Beijing, Asia",Asia,1546-01-01,688.56
"Beijing, Asia",Asia,1547-01-01,688.92
"Beijing, Asia",Asia,1548-01-01,689.28
"Beijing, Asia",Asia,1549-01-01,689.64
"Beijing, Asia",Asia,1550-01-01,690
"Beijing, Asia",Asia,1551-01-01,690.64
"Beijing, Asia",Asia,1552-01-01,691.28
"Beijing, Asia",Asia,1553-01-01,691.92
"Beijing, Asia",Asia,1554-01-01,692.56
"Beijing, Asia",Asia,1555-01-01,693.2
"Beijing, Asia",Asia,1556-01-01,693.84
"Beijing, Asia",Asia,1557-01-01,694.48
"Beijing, Asia",Asia,1558-01-01,695.12
"Beijing, Asia",Asia,1559-01-01,695.76
"Beijing, Asia",Asia,1560-01-01,696.4
"Beijing, Asia",Asia,1561-01-01,697.04
"Beijing, Asia",Asia,1562-01-01,697.68
"Beijing, Asia",Asia,1563-01-01,698.32
"Beijing, Asia",Asia,1564-01-01,698.96
"Beijing, Asia",Asia,1565-01-01,699.6
"Beijing, Asia",Asia,1566-01-01,700.24
"Beijing, Asia",Asia,1567-01-01,700.88
"Beijing, Asia",Asia,1568-01-01,701.52
"Beijing, Asia",Asia,1569-01-01,702.16
"Beijing, Asia",Asia,1570-01-01,702.8
"Beijing, Asia",Asia,1571-01-01,703.44
"Beijing, Asia",Asia,1572-01-01,704.08
"Beijing, Asia",Asia,1573-01-01,704.72
"Beijing, Asia",Asia,1574-01-01,705.36
"Beijing, Asia",Asia,1575-01-01,706
"Beijing, Asia",Asia,1576-01-01,706.21525
"Beijing, Asia",Asia,1577-01-01,706.4305
"Beijing, Asia",Asia,1578-01-01,706.64575
"Beijing, Asia",Asia,1579-01-01,706.861
"Beijing, Asia",Asia,1580-01-01,706.82
"Beijing, Asia",Asia,1581-01-01,706.779
"Beijing, Asia",Asia,1582-01-01,706.738
"Beijing, Asia",Asia,1583-01-01,706.697
"Beijing, Asia",Asia,1584-01-01,706.656
"Beijing, Asia",Asia,1585-01-01,706.615
"Beijing, Asia",Asia,1586-01-01,706.574
"Beijing, Asia",Asia,1587-01-01,706.533
"Beijing, Asia",Asia,1588-01-01,706.492
"Beijing, Asia",Asia,1589-01-01,706.451
"Beijing, Asia",Asia,1590-01-01,706.41
"Beijing, Asia",Asia,1591-01-01,706.369
"Beijing, Asia",Asia,1592-01-01,706.328
"Beijing, Asia",Asia,1593-01-01,706.287
"Beijing, Asia",Asia,1594-01-01,706.246
"Beijing, Asia",Asia,1595-01-01,706.205
"Beijing, Asia",Asia,1596-01-01,706.164
"Beijing, Asia",Asia,1597-01-01,706.123
"Beijing, Asia",Asia,1598-01-01,706.082
"Beijing, Asia",Asia,1599-01-01,706.041
"Beijing, Asia",Asia,1600-01-01,706
"Beijing, Asia",Asia,1601-01-01,701.28
"Beijing, Asia",Asia,1602-01-01,696.56
"Beijing, Asia",Asia,1603-01-01,691.84
"Beijing, Asia",Asia,1604-01-01,687.12
"Beijing, Asia",Asia,1605-01-01,682.4
"Beijing, Asia",Asia,1606-01-01,677.68
"Beijing, Asia",Asia,1607-01-01,672.96
"Beijing, Asia",Asia,1608-01-01,668.24
"Beijing, Asia",Asia,1609-01-01,663.52
"Beijing, Asia",Asia,1610-01-01,658.8
"Beijing, Asia",Asia,1611-01-01,654.08
"Beijing, Asia",Asia,1612-01-01,649.36
"Beijing, Asia",Asia,1613-01-01,644.64
"Beijing, Asia",Asia,1614-01-01,639.92
"Beijing, Asia",Asia,1615-01-01,635.2
"Beijing, Asia",Asia,1616-01-01,630.48
"Beijing, Asia",Asia,1617-01-01,625.76
"Beijing, Asia",Asia,1618-01-01,621.04
"Beijing, Asia",Asia,1619-01-01,616.32
"Beijing, Asia",Asia,1620-01-01,611.6
"Beijing, Asia",Asia,1621-01-01,606.88
"Beijing, Asia",Asia,1622-01-01,602.16
"Beijing, Asia",Asia,1623-01-01,597.44
"Beijing, Asia",Asia,1624-01-01,592.72
"Beijing, Asia",Asia,1625-01-01,588
"Beijing, Asia",Asia,1626-01-01,583.28
"Beijing, Asia",Asia,1627-01-01,578.56
"Beijing, Asia",Asia,1628-01-01,573.84
"Beijing, Asia",Asia,1629-01-01,569.12
"Beijing, Asia",Asia,1630-01-01,564.4
"Beijing, Asia",Asia,1631-01-01,559.68
"Beijing, Asia",Asia,1632-01-01,554.96
"Beijing, Asia",Asia,1633-01-01,550.24
"Beijing, Asia",Asia,1634-01-01,545.52
"Beijing, Asia",Asia,1635-01-01,540.8
"Beijing, Asia",Asia,1636-01-01,536.08
"Beijing, Asia",Asia,1637-01-01,531.36
"Beijing, Asia",Asia,1638-01-01,526.64
"Beijing, Asia",Asia,1639-01-01,521.92
"Beijing, Asia",Asia,1640-01-01,517.2
"Beijing, Asia",Asia,1641-01-01,512.48
"Beijing, Asia",Asia,1642-01-01,507.76
"Beijing, Asia",Asia,1643-01-01,503.04
"Beijing, Asia",Asia,1644-01-01,498.32
"Beijing, Asia",Asia,1645-01-01,493.6
"Beijing, Asia",Asia,1646-01-01,488.88
"Beijing, Asia",Asia,1647-01-01,484.16
"Beijing, Asia",Asia,1648-01-01,479.44
"Beijing, Asia",Asia,1649-01-01,474.72
"Beijing, Asia",Asia,1650-01-01,470
"Beijing, Asia",Asia,1651-01-01,473.6
"Beijing, Asia",Asia,1652-01-01,477.2
"Beijing, Asia",Asia,1653-01-01,480.8
"Beijing, Asia",Asia,1654-01-01,484.4
"Beijing, Asia",Asia,1655-01-01,488
"Beijing, Asia",Asia,1656-01-01,491.6
"Beijing, Asia",Asia,1657-01-01,495.2
"Beijing, Asia",Asia,1658-01-01,498.8
"Beijing, Asia",Asia,1659-01-01,502.4
"Beijing, Asia",Asia,1660-01-01,506
"Beijing, Asia",Asia,1661-01-01,509.6
"Beijing, Asia",Asia,1662-01-01,513.2
"Beijing, Asia",Asia,1663-01-01,516.8
"Beijing, Asia",Asia,1664-01-01,520.4
"Beijing, Asia",Asia,1665-01-01,524
"Beijing, Asia",Asia,1666-01-01,527.6
"Beijing, Asia",Asia,1667-01-01,531.2
"Beijing, Asia",Asia,1668-01-01,534.8
"Beijing, Asia",Asia,1669-01-01,538.4
"Beijing, Asia",Asia,1670-01-01,542
"Beijing, Asia",Asia,1671-01-01,545.6
"Beijing, Asia",Asia,1672-01-01,549.2
"Beijing, Asia",Asia,1673-01-01,552.8
"Beijing, Asia",Asia,1674-01-01,556.4
"Beijing, Asia",Asia,1675-01-01,560
"Beijing, Asia",Asia,1676-01-01,563.6
"Beijing, Asia",Asia,1677-01-01,567.2
"Beijing, Asia",Asia,1678-01-01,570.8
"Beijing, Asia",Asia,1679-01-01,574.4
"Beijing, Asia",Asia,1680-01-01,578
"Beijing, Asia",Asia,1681-01-01,581.6
"Beijing, Asia",Asia,1682-01-01,585.2
"Beijing, Asia",Asia,1683-01-01,588.8
"Beijing, Asia",Asia,1684-01-01,592.4
"Beijing, Asia",Asia,1685-01-01,596
"Beijing, Asia",Asia,1686-01-01,599.6
"Beijing, Asia",Asia,1687-01-01,603.2
"Beijing, Asia",Asia,1688-01-01,606.8
"Beijing, Asia",Asia,1689-01-01,610.4
"Beijing, Asia",Asia,1690-01-01,614
"Beijing, Asia",Asia,1691-01-01,617.6
"Beijing, Asia",Asia,1692-01-01,621.2
"Beijing, Asia",Asia,1693-01-01,624.8
"Beijing, Asia",Asia,1694-01-01,628.4
"Beijing, Asia",Asia,1695-01-01,632
"Beijing, Asia",Asia,1696-01-01,635.6
"Beijing, Asia",Asia,1697-01-01,639.2
"Beijing, Asia",Asia,1698-01-01,642.8
"Beijing, Asia",Asia,1699-01-01,646.4
"Beijing, Asia",Asia,1700-01-01,650
"Beijing, Asia",Asia,1701-01-01,655
"Beijing, Asia",Asia,1702-01-01,660
"Beijing, Asia",Asia,1703-01-01,665
"Beijing, Asia",Asia,1704-01-01,670
"Beijing, Asia",Asia,1705-01-01,675
"Beijing, Asia",Asia,1706-01-01,680
"Beijing, Asia",Asia,1707-01-01,685
"Beijing, Asia",Asia,1708-01-01,690
"Beijing, Asia",Asia,1709-01-01,695
"Beijing, Asia",Asia,1710-01-01,700
"Beijing, Asia",Asia,1711-01-01,705
"Beijing, Asia",Asia,1712-01-01,710
"Beijing, Asia",Asia,1713-01-01,715
"Beijing, Asia",Asia,1714-01-01,720
"Beijing, Asia",Asia,1715-01-01,725
"Beijing, Asia",Asia,1716-01-01,730
"Beijing, Asia",Asia,1717-01-01,735
"Beijing, Asia",Asia,1718-01-01,740
"Beijing, Asia",Asia,1719-01-01,745
"Beijing, Asia",Asia,1720-01-01,750
"Beijing, Asia",Asia,1721-01-01,755
"Beijing, Asia",Asia,1722-01-01,760
"Beijing, Asia",Asia,1723-01-01,765
"Beijing, Asia",Asia,1724-01-01,770
"Beijing, Asia",Asia,1725-01-01,775
"Beijing, Asia",Asia,1726-01-01,780
"Beijing, Asia",Asia,1727-01-01,785
"Beijing, Asia",Asia,1728-01-01,790
"Beijing, Asia",Asia,1729-01-01,795
"Beijing, Asia",Asia,1730-01-01,800
"Beijing, Asia",Asia,1731-01-01,805
"Beijing, Asia",Asia,1732-01-01,810
"Beijing, Asia",Asia,1733-01-01,815
"Beijing, Asia",Asia,1734-01-01,820
"Beijing, Asia",Asia,1735-01-01,825
"Beijing, Asia",Asia,1736-01-01,830
"Beijing, Asia",Asia,1737-01-01,835
"Beijing, Asia",Asia,1738-01-01,840
"Beijing, Asia",Asia,1739-01-01,845
"Beijing, Asia",Asia,1740-01-01,850
"Beijing, Asia",Asia,1741-01-01,855
"Beijing, Asia",Asia,1742-01-01,860
"Beijing, Asia",Asia,1743-01-01,865
"Beijing, Asia",Asia,1744-01-01,870
"Beijing, Asia",Asia,1745-01-01,875
"Beijing, Asia",Asia,1746-01-01,880
"Beijing, Asia",Asia,1747-01-01,885
"Beijing, Asia",Asia,1748-01-01,890
"Beijing, Asia",Asia,1749-01-01,895
"Beijing, Asia",Asia,1750-01-01,900
"Beijing, Asia",Asia,1751-01-01,904
"Beijing, Asia",Asia,1752-01-01,908
"Beijing, Asia",Asia,1753-01-01,912
"Beijing, Asia",Asia,1754-01-01,916
"Beijing, Asia",Asia,1755-01-01,920
"Beijing, Asia",Asia,1756-01-01,924
"Beijing, Asia",Asia,1757-01-01,928
"Beijing, Asia",Asia,1758-01-01,932
"Beijing, Asia",Asia,1759-01-01,936
"Beijing, Asia",Asia,1760-01-01,940
"Beijing, Asia",Asia,1761-01-01,944
"Beijing, Asia",Asia,1762-01-01,948
"Beijing, Asia",Asia,1763-01-01,952
"Beijing, Asia",Asia,1764-01-01,956
"Beijing, Asia",Asia,1765-01-01,960
"Beijing, Asia",Asia,1766-01-01,964
"Beijing, Asia",Asia,1767-01-01,968
"Beijing, Asia",Asia,1768-01-01,972
"Beijing, Asia",Asia,1769-01-01,976
"Beijing, Asia",Asia,1770-01-01,980
"Beijing, Asia",Asia,1771-01-01,984
"Beijing, Asia",Asia,1772-01-01,988
"Beijing, Asia",Asia,1773-01-01,992
"Beijing, Asia",Asia,1774-01-01,996
"Beijing, Asia",Asia,1775-01-01,1000
"Beijing, Asia",Asia,1776-01-01,1004
"Beijing, Asia",Asia,1777-01-01,1008
"Beijing, Asia",Asia,1778-01-01,1012
"Beijing, Asia",Asia,1779-01-01,1016
"Beijing, Asia",Asia,1780-01-01,1020
"Beijing, Asia",Asia,1781-01-01,1024
"Beijing, Asia",Asia,1782-01-01,1028
"Beijing, Asia",Asia,1783-01-01,1032
"Beijing, Asia",Asia,1784-01-01,1036
"Beijing, Asia",Asia,1785-01-01,1040
"Beijing, Asia",Asia,1786-01-01,1044
"Beijing, Asia",Asia,1787-01-01,1048
"Beijing, Asia",Asia,1788-01-01,1052
"Beijing, Asia",Asia,1789-01-01,1056
"Beijing, Asia",Asia,1790-01-01,1060
"Beijing, Asia",Asia,1791-01-01,1064
"Beijing, Asia",Asia,1792-01-01,1068
"Beijing, Asia",Asia,1793-01-01,1072
"Beijing, Asia",Asia,1794-01-01,1076
"Beijing, Asia",Asia,1795-01-01,1080
"Beijing, Asia",Asia,1796-01-01,1084
"Beijing, Asia",Asia,1797-01-01,1088
"Beijing, Asia",Asia,1798-01-01,1092
"Beijing, Asia",Asia,1799-01-01,1096
"Beijing, Asia",Asia,1800-01-01,1100
"Beijing, Asia",Asia,1801-01-01,1109.52380952381
"Beijing, Asia",Asia,1802-01-01,1119.04761904762
"Beijing, Asia",Asia,1803-01-01,1128.57142857143
"Beijing, Asia",Asia,1804-01-01,1138.09523809524
